Address|Price(MX$)|Bedrooms|Bathrooms|Size(m2)|Latitud|Longitud|Coordinates|Distance
  Ph En Renta De 2 Niveles En Polanco, Miguel Hidalgo, Cdmx, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|1067275|3|3.0|250|19.4453749|-99.1817107|19.445374899999997,-99.18171070000001|6.336273837958467 km
  Goldsmith 37, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|75000|3|4.0|180|19.4303519|-99.20065699999999|19.430351899999998,-99.200657|7.36816847498175 km
  Víctor Hugo 17, 401, Portales Oriente, Benito Juárez, Distrito Federal (cdmx)|10000|2|1.0|80|19.3688216|-99.1381447|19.3688216,-99.1381447|4.678968977910246 km
  Reforma 222, Juárez, Cuauhtémoc, Distrito Federal (cdmx)|28000|1|2.0|75|19.4285853|-99.1617883|19.4285853,-99.1617883|3.553560471318367 km
  Prolongacion Ocote 64, Cuajimalpa De Morelos, Distrito Federal (cdmx)|8950|2|2.0|64|19.37245|-99.291322|19.37245,-99.291322|17.107371137370468 km
  Lago Alberto 300, 710, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|19800|1|1.0|52|19.4400628|-99.18302659999999|19.4400628,-99.1830266|6.117094012036179 km
  Plaza Rio De Janeiro 56, Cuauhtémoc, Cuauhtémoc, Distrito Federal (cdmx)|19200|2|1.0|80|19.4210467|-99.15973609999999|19.4210467,-99.1597361|2.9698615917493556 km
  Xicohténcatl 137, Colonia Del Carmen, Coyoacán, Distrito Federal (cdmx)|10000|1|1.0|65|19.3548977|-99.1544151|19.3548977,-99.1544151|6.571046794026104 km
  Anillo Perif. Blvd. Adolfo López Mateos 5146, Coyoacán, Distrito Federal (cdmx)|28000|2|2.0|105|19.3038798|-99.1771867|19.3038798,-99.17718670000001|12.698618392216995 km
  Siete 190, Coyoacán, Distrito Federal (cdmx)|15800|3|2.0|110|19.314216100000003|-99.1358408|19.314216100000003,-99.1358408|10.701539056756502 km
  Homero 246, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|873225|3|3.0|280|19.435475600000004|-99.19167159999999|19.435475600000004,-99.1916716|6.682097726089238 km
  Avenida Mariano Escobedo, Lago Iseo Esquina 0, Cuauhtémoc, Distrito Federal (cdmx)|30000|2|2.0|94|19.4397908|-99.18352469999999|19.4397908,-99.1835247|6.145833704935825 km
  Lago Alberto 321, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|19850|1|1.0|55|19.4401734|-99.1880532|19.4401734,-99.1880532|6.577249166054965 km
  Av. Revolución 1, San José Insurgentes, Benito Juárez, Distrito Federal (cdmx)|21000|2|2.0|103|19.3785332|-99.187561|19.3785332,-99.187561|6.705951607714387 km
  Peten 543, 4, Letrán Valle, Benito Juárez, Distrito Federal (cdmx)|18000|3|2.0|103|19.3785537|-99.154916|19.378553699999998,-99.154916|4.221415083467369 km
  Paseo De La Reforma 222, Distrito Federal (cdmx)|33000|2|2.0|120|19.4286725|-99.1616682|19.4286725,-99.16166820000001|3.5484012971594887 km
  Palo Alto 73, Cuajimalpa De Morelos, Distrito Federal (cdmx)|14000|2|2.0|65|19.38268|-99.2561818|19.38268,-99.2561818|13.251317728967518 km
  Palo Alto 73, Cuajimalpa De Morelos, Distrito Federal (cdmx)|17000|2|2.0|75|19.38268|-99.2561818|19.38268,-99.2561818|13.251317728967518 km
  Río Nazas 152, Ciudad De México, Distrito Federal (cdmx)|19000|2|2.0|100|19.4305629|-99.1705617|19.430562899999998,-99.17056170000001|4.454675012894443 km
  Prolongación Avenida Vasco De Quiroga 3850, Cuajimalpa De Morelos, Distrito Federal (cdmx)|20000|2|2.0|91|19.3607488|-99.2752758|19.3607488,-99.27527579999999|15.88563025788739 km
  Guaymas 33, Roma Norte, Cuauhtémoc, Distrito Federal (cdmx)|18000|3|2.0|95|19.4239288|-99.1550366|19.4239288,-99.15503659999999|2.678053267256346 km
  Manuel Avila Camacho 166, 102, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|19500|2|2.0|140|19.434078|-99.2112666|19.434078,-99.2112666|8.554553270965089 km
  Manuel Avila Camacho 166, 102, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|19500|2|2.0|80|19.434078|-99.2112666|19.434078,-99.2112666|8.554553270965089 km
  Moras 1254, Álvaro Obregón, Distrito Federal (cdmx)|14000|1|1.0|20|19.3584142|-99.1777706|19.3584142,-99.17777059999999|7.434299393989363 km
  Moras 1254, Álvaro Obregón, Distrito Federal (cdmx)|28000|2|2.0|45|19.3584142|-99.1777706|19.3584142,-99.17777059999999|7.434299393989363 km
  Encarnación Ortiz 1860, Azcapotzalco, Distrito Federal (cdmx)|18000|3|2.0|80|19.4714503|-99.1613575|19.4714503,-99.1613575|7.3135970587742465 km
  Encarnación Ortiz 1860, Azcapotzalco, Distrito Federal (cdmx)|13000|2|2.0|65|19.4714503|-99.1613575|19.4714503,-99.1613575|7.3135970587742465 km
  Manuel Avila Camacho 166, 102, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|19500|2|2.0|140|19.434078|-99.2112666|19.434078,-99.2112666|8.554553270965089 km
  Manuel Avila Camacho 166, 102, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|19500|2|2.0|80|19.434078|-99.2112666|19.434078,-99.2112666|8.554553270965089 km
  Paseo De La Reforma 439, Cuauhtémoc, Distrito Federal (cdmx)|89000|2|2.0|180|19.4256497|-99.1723516|19.4256497,-99.1723516|4.389148999321045 km
  Inglaterra 105, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|1.0|80|19.3441688|-99.1505835|19.3441688,-99.1505835|7.5964017303411895 km
  Inglaterra 105, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|1.0|80|19.3441688|-99.1505835|19.3441688,-99.1505835|7.5964017303411895 km
  Inglaterra 105, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|1.0|80|19.3441688|-99.1505835|19.3441688,-99.1505835|7.5964017303411895 km
  Indianapolis 4, Nápoles, Benito Juárez, Distrito Federal (cdmx)|22500|2|2.0|64|19.394105300000003|-99.1774246|19.394105300000003,-99.1774246|4.965603767674172 km
  Palo Alto 73, Cuajimalpa De Morelos, Distrito Federal (cdmx)|14000|2|2.0|65|19.38268|-99.2561818|19.38268,-99.2561818|13.251317728967518 km
  Palo Alto 73, Cuajimalpa De Morelos, Distrito Federal (cdmx)|17000|2|2.0|75|19.38268|-99.2561818|19.38268,-99.2561818|13.251317728967518 km
  Sagredo 253, Álvaro Obregón, Distrito Federal (cdmx)|25800|2|2.0|48|19.3613167|-99.1885042|19.3613167,-99.1885042|7.961250888403458 km
  Sagredo 253, Álvaro Obregón, Distrito Federal (cdmx)|19980|1|1.0|36|19.3613167|-99.1885042|19.3613167,-99.1885042|7.961250888403458 km
  Av. Cuauhtémoc 1, Del Valle, Benito Juárez, Distrito Federal (cdmx)|20200|2|1.0|69|19.4060261|-99.1551492|19.406026100000002,-99.15514920000001|2.3286095102820163 km
  Avenida Revolucion 000, San José Insurgentes, Benito Juárez, Distrito Federal (cdmx)|19000|2|2.0|103|19.3676615|-99.1886542|19.3676615,-99.1886542|7.506717668203255 km
  Av Cuauhtemoc 514, Narvarte, Benito Juárez, Distrito Federal (cdmx)|15000|2|2.0|62|19.3996034|-99.1555014|19.3996034,-99.1555014|2.6189867027775358 km
  Campos Elíseos 1, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|50000|3|3.0|274|19.4287872|-99.1803683|19.4287872,-99.1803683|5.299857666324109 km
  Av. Del Iman 141, 3, Insurgentes Cuicuilco, Coyoacán, Distrito Federal (cdmx)|12000|2|1.0|70|19.3071821|-99.1815155|19.307182100000002,-99.1815155|12.534129910918288 km
  San Guillermo Lote 1 Mz 19 Col. Pedregal De Santa Ursula, Ciudad De México, Distrito Federal (cdmx)|4000|1|1.0|12|19.3109425|-99.1625881|19.3109425,-99.1625881|11.47361394879557 km
  Inglaterra 105, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|1.0|80|19.3441688|-99.1505835|19.3441688,-99.1505835|7.5964017303411895 km
  Inglaterra 105, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|1.0|80|19.3441688|-99.1505835|19.3441688,-99.1505835|7.5964017303411895 km
  Inglaterra 105, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|1.0|80|19.3441688|-99.1505835|19.3441688,-99.1505835|7.5964017303411895 km
  Inglaterra 105, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|1.0|80|19.3441688|-99.1505835|19.3441688,-99.1505835|7.5964017303411895 km
  Inglaterra 105, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|1.0|80|19.3441688|-99.1505835|19.3441688,-99.1505835|7.5964017303411895 km
  Inglaterra 105, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|1.0|80|19.3441688|-99.1505835|19.3441688,-99.1505835|7.5964017303411895 km
  Privada Veracruz 13, Cuajimalpa De Morelos, Distrito Federal (cdmx)|15500|3|3.0|166|19.3780713|-99.2969621|19.378071300000002,-99.29696209999999|17.542296566824486 km
  Tlálpan 1461, Portales Oriente, Benito Juárez, Distrito Federal (cdmx)|12500|2|2.0|70|19.364967|-99.1428406|19.364967,-99.1428406|5.173366284456286 km
  Plaza Valverde 60, Álvaro Obregón, Distrito Federal (cdmx)|29400|3|2.0|117|19.3393016|-99.193528|19.3393016,-99.193528|10.120698354357284 km
  Ibsen 00, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|45000|2|2.0|170|19.4313793|-99.2014307|19.4313793,-99.2014307|7.479620790312071 km
  Departamento En Renta En Via Santa Fe Con 2 Recamaras, Álvaro Obregón, Distrito Federal (cdmx)|23000|2|2.0|97|19.3609821|-99.2686522|19.3609821,-99.2686522|15.226196216371557 km
  Pedro Romero De Terreros 730, Del Valle, Benito Juárez, Distrito Federal (cdmx)|24000|3|3.0|110|19.3942682|-99.16418900000001|19.3942682,-99.164189|3.7036262048552877 km
  Av Mexico 321, Coyoacán, Distrito Federal (cdmx)|26000|2|2.0|86|19.358366600000004|-99.1698871|19.358366600000004,-99.1698871|6.951696549986451 km
  Camino A Santa Fe 1231, 302, Álvaro Obregón, Distrito Federal (cdmx)|11000|2|1.0|80|19.3898806|-99.203598|19.3898806,-99.203598|7.7133282945252155 km
  Edgar Allan Poe 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|7664975|2|3.0|170|19.4335413|-99.1997739|19.4335413,-99.19977390000001|7.391778374534651 km
  Edgar Allan Poe 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|7664975|2|3.0|170|19.4335413|-99.1997739|19.4335413,-99.19977390000001|7.391778374534651 km
  Emerson 1, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|37000|2|2.0|191|19.433530800000003|-99.1888509|19.433530800000003,-99.1888509|6.324314647387018 km
  Viaducto Tlalpan 000, 000, Tlalpan, Distrito Federal (cdmx)|14300|3|3.0|123|19.2898477|-99.1522034|19.2898477,-99.1522034|13.538613133507736 km
  3 Picos 12, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|97025|3|3.0|250|19.4284413|-99.1863053|19.4284413,-99.1863053|5.869901412414018 km
  Coyoacan 0, Del Valle Centro, Benito Juárez, Distrito Federal (cdmx)|23000|2|2.0|140|19.3842782|-99.1678414|19.3842782,-99.16784140000001|4.649612615550637 km
  Ph En Renta De 2 Niveles En Polanco., Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|45000|3|2.0|305|19.4453749|-99.1817107|19.445374899999997,-99.18171070000001|6.336273837958467 km
  Río Sena 67, 203, Cuauhtémoc, Distrito Federal (cdmx)|29000|2|2.0|100|19.430421300000006|-99.1662906|19.430421300000003,-99.1662906|4.061056784859428 km
  Paseo De La Reforma 222, Cuauhtémoc, Distrito Federal (cdmx)|45000|2|2.0|125|19.4286725|-99.1616682|19.4286725,-99.16166820000001|3.5484012971594887 km
  Av. Santa Fe 449, Loma De Santa Fe, Cuajimalpa De Morelos|4000000|3|2.0|173|19.3621383|-99.26670329999999|19.3621383,-99.2667033|14.989013092064612 km
  Lago Neuchatel 10, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|28500|3|2.0|125|19.4423271|-99.20165159999999|19.4423271,-99.2016516|7.952661528136879 km
  Lago Neuchatel 10, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|28500|3|2.0|125|19.4423271|-99.20165159999999|19.4423271,-99.2016516|7.952661528136879 km
  Lope De Vega 237, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|30000|1|1.0|70|19.4341567|-99.1873743|19.4341567,-99.1873743|6.210696998269398 km
  Lago Alberto 32o, 25, Granada, Miguel Hidalgo, Distrito Federal (cdmx)|35000|3|2.0|150|19.4399893|-99.1852486|19.4399893,-99.1852486|6.31226747820007 km
  San Camilo 26, 702, Tlalpan, Distrito Federal (cdmx)|10000|2|1.0|55|19.28656|-99.1321471|19.28656,-99.1321471|13.761115723651761 km
  Cuitláhuac 94, Gustavo A. Madero, Distrito Federal (cdmx)|12000|3|2.0|95|19.473083|-99.14922109999999|19.473083,-99.1492211|7.080468602624326 km
  Constituyente Amilcar Vidal 149, Lomas De Memetla, Distrito Federal (cdmx)|8000|1|1.0|65|19.3583576|-99.2866262|19.3583576,-99.2866262|17.096260775619697 km
  Arneses 10, Iztapalapa, Distrito Federal (cdmx)|11000|3|1.0|81|19.3560149|-99.1101435|19.356014899999998,-99.1101435|6.551819852013581 km
  Juan Sanchez Azcona 1426, 104, Del Valle Sur, Benito Juárez, Distrito Federal (cdmx)|17000|1|1.0|80|19.3767641|-99.1642438|19.3767641,-99.1642438|4.962862040601231 km
  Eugenio Sue 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|66000|2|3.0|170|19.4377529|-99.1935959|19.4377529,-99.1935959|6.9709353762599875 km
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|11500|2|2.0|140|19.314178100000003|-99.2460849|19.314178100000003,-99.2460849|15.946267833510046 km
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|11500|2|2.0|140|19.314178100000003|-99.2460849|19.314178100000003,-99.2460849|15.946267833510046 km
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|13500|2|2.0|140|19.314178100000003|-99.2460849|19.314178100000003,-99.2460849|15.946267833510046 km
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|11500|2|2.0|140|19.314178100000003|-99.2460849|19.314178100000003,-99.2460849|15.946267833510046 km
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|11500|2|2.0|140|19.314178100000003|-99.2460849|19.314178100000003,-99.2460849|15.946267833510046 km
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|13500|2|2.0|140|19.314178100000003|-99.2460849|19.314178100000003,-99.2460849|15.946267833510046 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Horacio 1609, 1001, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|25000|3|2.0|130|19.4356965|-99.20767459999999|19.4356965,-99.2076746|8.253398661779789 km
  Adolfo Prieto 125, Del Valle, Benito Juárez, Distrito Federal (cdmx)|26000|3|3.0|165|19.399095300000006|-99.1660784|19.399095300000003,-99.1660784|3.6543310100884714 km
  Homero 0, 9, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|40000|3|2.0|190|19.4359961|-99.1980942|19.4359961,-99.1980942|7.324876401369131 km
  Campos Elíseos 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|1261325|3|4.0|213|19.4272576|-99.19360440000001|19.4272576,-99.1936044|6.560639263023234 km
  Juarez Y Zarco  12, Cuajimalpa De Morelos, Distrito Federal (cdmx)|15000|2|2.0|60|19.3544035|-99.2949992|19.3544035,-99.2949992|18.072786822436463 km
  Prolongacion Paseo De La Reforma 307, 4, Lomas De Santa Fe, Álvaro Obregón, Distrito Federal (cdmx)|21000|2|2.0|74|19.3795682|-99.2538313|19.3795682,-99.2538313|13.098482373553848 km
  Pablo Ucello 51, Ciudad De México, Distrito Federal (cdmx)|16600|2|2.0|110|19.3822208|-99.1830482|19.382220800000002,-99.1830482|6.087861525403986 km
  Río Sena 67, 203 A, Cuauhtémoc, Distrito Federal (cdmx)|27000|2|2.0|100|19.430421300000006|-99.1662906|19.430421300000003,-99.1662906|4.061056784859428 km
  Lago Constanza 27, Granada, Miguel Hidalgo, Distrito Federal (cdmx)|20500|2|2.0|68|19.4491086|-99.18688759999999|19.449108600000002,-99.1868876|7.019162922088312 km
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|11500|2|2.0|140|19.314178100000003|-99.2460849|19.314178100000003,-99.2460849|15.946267833510046 km
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|11500|2|2.0|140|19.314178100000003|-99.2460849|19.314178100000003,-99.2460849|15.946267833510046 km
  Azalea 152, La Magdalena Contreras, Distrito Federal (cdmx)|13500|2|2.0|140|19.314178100000003|-99.2460849|19.314178100000003,-99.2460849|15.946267833510046 km
  Sagredo 253 Colonia Guadalupe Inn, Guadalupe Inn, Álvaro Obregón, Distrito Federal (cdmx)|4317613|2||43|19.3613167|-99.1885042|19.3613167,-99.1885042|7.961250888403458 km
  Sagredo 253 Colonia Guadalupe Inn, Guadalupe Inn, Álvaro Obregón, Distrito Federal (cdmx)|2361589|1||27|19.3613167|-99.1885042|19.3613167,-99.1885042|7.961250888403458 km
  Periferico Sur 4091, Ciudad De México, Distrito Federal (cdmx)|12000|4|3.0|120|19.3064279|-99.211316|19.3064279,-99.211316|14.155284624185485 km
  General Pedro Antonio De Los Santos 0, 204, San Miguel Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|17000|3|2.0|150|19.4103796|-99.1831385|19.4103796,-99.1831385|5.206111539653543 km
  Eugenio Sue 200, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|65000|3|3.0|208|19.4341173|-99.1941518|19.4341173,-99.19415179999999|6.862994325062114 km
  Moliere 340 B Polanco M. Hidalgo Cdmx, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|30000|2|1.0|110|19.437172600000004|-99.2012363|19.437172600000004,-99.2012363|7.6795832628939875 km
  Francisco Petrarca 139, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|873225|3|3.0|177|19.4362197|-99.1857304|19.4362197,-99.1857304|6.15474077870679 km
  Coahuila 159, Roma Norte, Cuauhtémoc, Distrito Federal (cdmx)|32000|2|2.0|150|19.411271300000006|-99.1633655|19.411271300000003,-99.1633655|3.129365196278485 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Anatole France 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|54334|2|3.0|210|19.4311987|-99.1976385|19.4311987,-99.1976385|7.094809554771575 km
  Insurgentes Sur 297, Ciudad De México, Distrito Federal (cdmx)|24000|3|2.0|115|19.414802|-99.1659622|19.414801999999998,-99.1659622|3.4295197303082614 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Cardos 6, Tlalpan, Distrito Federal (cdmx)|5500|3|1.0|64|19.27613|-99.2062151|19.27613,-99.2062151|16.75443728015263 km
  Canalito 1, Progreso Tizapan, Álvaro Obregón, Distrito Federal (cdmx)|13000|2|1.0|68|19.3401218|-99.2062534|19.3401218,-99.20625340000001|10.937332361456873 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|194050|2|3.0|620|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|62096|1|2.0|230|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|97025|3|4.0|360|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|523935|2|3.0|270|19.428531600000003|-99.21608409999999|19.428531600000003,-99.2160841|8.883549547692107 km
  Eugenio Sue 0, Pb, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|108000|3|4.0|250|19.4377529|-99.1935959|19.4377529,-99.1935959|6.9709353762599875 km
