Address|Price(MX$)|Bedrooms|Bathrooms|Size(m2)|Latitud|Longitud
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|2700|1|1.0|25|19.2742435|-99.2281609
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|3600|2|1.0|42|19.2742435|-99.2281609
  Prolongación Paseo De La Reforma 260, Santa Fe Cuajimalpa, Cuajimalpa De Morelos|24000|3|2.0|100|19.3742203|-99.2612165
  Bahía De Santa Barbara 0, 3, Veronica Anzures, Miguel Hidalgo, Distrito Federal (cdmx)|22000|2|2.0|93|19.436425399999997|-99.17486170000001
  Avenida De Los Poetas 100, Colonia Cuajimalpa, Cuajimalpa De Morelos|49000|3|4.0|318|19.3518443|-99.2592438
  General Mariano Escobedo 248, Miguel Hidalgo, Distrito Federal (cdmx)|25500|2|2.0|94|19.4423448|-99.1857166
  Prol. Paseo De La Reforma 1, Santa Fe, Álvaro Obregón, Distrito Federal (cdmx)|22000|2|2.0|65|19.3804527|-99.2521306
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|3.0|116|19.386347600000004|-99.1690951
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|30000|2|2.0|116|19.386347600000004|-99.1690951
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|2.0|116|19.386347600000004|-99.1690951
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|26000|3|2.0|117|19.386347600000004|-99.1690951
  Textitlán 42, Santa Ursula Coapa, Coyoacán, Distrito Federal (cdmx)|8000|2|1.0|60|19.312800699999997|-99.14258850000002
  Departamento En Renta En Polanco Con 3 Recamaras., Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|58215|3|3.0|250|19.431859|-99.186622
  Chosica 655-3 Col.lindavista, Ciudad De México, Distrito Federal (cdmx)|13800|2|1.0|120|19.490405|-99.1357157
  Av. Presidente Masaryk 123, Polanco, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|37200|2||60|19.4319122|-99.1954899
  Goldsmith a, 0, Polanco Iii Sección, Miguel Hidalgo, Distrito Federal (cdmx)|77620|3|4.0|180|19.433124199999998|-99.2005531
  Damas 76, San José Insurgentes, Benito Juárez, Distrito Federal (cdmx)|28000|3|3.0|171|19.365724800000002|-99.183387
  Av Bonampak Sm27 01, Benito Juárez, Distrito Federal (cdmx)|45000|4|4.0|320|19.3824573|-99.15207740000001
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|2600|1|1.0|22|19.2742435|-99.2281609
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|2700|1|1.0|25|19.2742435|-99.2281609
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|3600|2|1.0|42|19.2742435|-99.2281609
  Bajio 232, Roma Sur, Cuauhtémoc, Distrito Federal (cdmx)|19500|2|2.0|105|19.4033523|-99.16434040000001
  Popocatpetl 233 Santa Cruz Atoyac, Distrito Federal (cdmx)|14000|2|2.0|70|19.3624946|-99.1571447
  Sagredo 253, Álvaro Obregón, Distrito Federal (cdmx)|25800|2|2.0|48|19.3613167|-99.1885042
  Sagredo 253, Álvaro Obregón, Distrito Federal (cdmx)|19980|1|1.0|36|19.3613167|-99.1885042
  Genova 20, Juárez, Cuauhtémoc, Distrito Federal (cdmx)|20000|2|2.0|118|19.427178899999998|-99.1642755
  Bruno Traven 93, 1, General Pedro Maria Anaya, Benito Juárez, Distrito Federal (cdmx)|18500|2|2.0|100|19.3606089|-99.1600859
  Prolongación 5 De Mayo, Lomas De Tarango, Álvaro Obregón, Distrito Federal (cdmx)|6950|2|1.0|46|19.3609065|-99.2156956
  Av. Mexico 359, Cuajimalpa De Morelos, Distrito Federal (cdmx)|23500|3|3.0|148|19.3660535|-99.2981805
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|3.0|116|19.386347600000004|-99.1690951
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|30000|2|2.0|116|19.386347600000004|-99.1690951
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|2.0|116|19.386347600000004|-99.1690951
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|26000|3|2.0|117|19.386347600000004|-99.1690951
  Av. Santa Fe 449, Cuajimalpa De Morelos, Distrito Federal (cdmx)|20000|3|3.0|173|19.3621383|-99.2667033
  Culiacán 108, Condesa, Ciudad De México, Colonia Condesa, Cuauhtémoc, Distrito Federal (cdmx)|21500|2|2.0|130|19.4036622|-99.169994
  Lago Alberto 300, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|26000|2|2.0|93|19.4400628|-99.1830266
  Lago Alberto 300, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|18000|1|1.0|52|19.4400628|-99.1830266
  Av. De Las Torres Al 800, Álvaro Obregón, Distrito Federal (cdmx)|14000|1|1.0|54|19.331789800000003|-99.244923
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|3.0|116|19.386347600000004|-99.1690951
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|30000|2|2.0|116|19.386347600000004|-99.1690951
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|34000|2|2.0|116|19.386347600000004|-99.1690951
  Adolfo Prieto 1033, Del Valle, Benito Juárez, Distrito Federal (cdmx)|26000|3|2.0|117|19.386347600000004|-99.1690951
  Tiburcio Sánchez De La Barquera 115, Merced Gómez, Benito Juárez, Distrito Federal (cdmx)|20000|2|2.0|98|19.363917|-99.1901873
  Chosica 655-3 Col. Lindavista, Distrito Federal (cdmx)|13800|2|1.0|120|19.490405|-99.1357157
  Xicoténcatl 137, Colonia Del Carmen, Coyoacán, Distrito Federal (cdmx)|10000|1|1.0|60|19.3548977|-99.1544151
  Mexico Coyoacan 371, Xoco, Benito Juárez, Distrito Federal (cdmx)|20000|2|2.0|80|19.3613949|-99.163194
  Sanchez Azcona 1651, Del Valle Sur, Benito Juárez, Distrito Federal (cdmx)|17000|2|1.0|114|19.3710629|-99.165752
  Prolongación Reforma 1190, Cuajimalpa De Morelos, Distrito Federal (cdmx)|35000|2|2.0|140|19.360798000000003|-99.2694851
  Calle Duna Edificio 40 Depto 1 Unidad Habitacional Patera Vallejo, Vallejo, Ciudad De México|7200|3|1.0|80|19.5027865|-99.1544184
  Oasis 94, Clavería, Azcapotzalco, Distrito Federal (cdmx)|13000|3|1.0|94|19.46637|-99.18172879999999
  Chicago 98, Nápoles, Benito Juárez, Distrito Federal (cdmx)|58215|3|3.0|190|19.396350299999998|-99.1758478
  Jose Rosas Moreno 96, San Rafael, Cuauhtémoc, Distrito Federal (cdmx)|20500|2|1.0|74|19.4368225|-99.1620265
  Andres De La Concha 10, San José Insurgentes, Benito Juárez, Distrito Federal (cdmx)|18000|2|2.0|120|19.3687256|-99.1868552
  Ahuehuetes Nte 1275, 401, Bosques De Las Lomas, Cuajimalpa De Morelos|54000|3|3.0|305|19.3986208|-99.2557117
  7 (periferico Oriental), Iztacalco, Distrito Federal (cdmx)|6000|2|1.0|45|19.3971015|-99.0584708
  Av.jardín 330 Colonia Del Gas, Azcapotzalco, Distrito Federal (cdmx)|9500|2|2.0|76|19.468982999999998|-99.15956070000001
  Av Tamaulipas 1236, Álvaro Obregón, Distrito Federal (cdmx)|9200|1|1.0|39|19.3650508|-99.2415788
  Revolucion 1185, Merced Gomez, Álvaro Obregón, Distrito Federal (cdmx)|15000|2|2.0|65|19.363781399999997|-99.1893241
  Juan Augusto Ingres 143, Santa Maria Nonoalco, Benito Juárez, Distrito Federal (cdmx)|13000|2|1.0|65|19.383029500000003|-99.18891040000001
  Encinos 65, Tlalpan, Distrito Federal (cdmx)|11500|2|2.0|90|19.2716716|-99.208495
  Encinos 65, Tlalpan, Distrito Federal (cdmx)|11500|2|2.0|90|19.2716716|-99.208495
  Popocatepetl 415, 604, Santa Cruz Atoyac, Benito Juárez, Distrito Federal (cdmx)|22000|2|2.0|86|19.3648302|-99.1613626
  Heraclito 2, Polanco V Sección, Miguel Hidalgo, Distrito Federal (cdmx)|48000|3|2.0|254|19.4324596|-99.1903491
  Departamento En Renta En Carrimon De 3 Recamaras, Bosques De Las Lomas, Bosques De Las Lomas, Cuajimalpa De Morelos|50000|3|3.0|290|19.3853815|-99.2541083
  Adolfo Prieto 1033, 402, Del Valle, Benito Juárez, Distrito Federal (cdmx)|30000|2|3.0|116|19.386347600000004|-99.1690951
  Tiztik 9 Teotihuacan, Ciudad De México, Distrito Federal (cdmx)|14500|2|2.0|130|19.361301899999997|-99.1884152
  Av. Cuauhtémoc 997, 5, Narvarte, Benito Juárez, Distrito Federal (cdmx)|19900|2|2.0|105|19.3825328|-99.1584744
  Avenida Mexico Coyoacan 0, Xoco, Benito Juárez, Distrito Federal (cdmx)|18500|2|2.0|80|19.362775|-99.1634115
  Avenida Mariano Escobedo, Esquina Con Lago Alberto, Colonia Anáhuac, 11490 Ciudad De México, Cdmx, Miguel Hidalgo, Distrito Federal (cdmx)|30000|2|2.0|110|19.4397908|-99.1835247
  Departamento En Renta En Aquario Con 2 Recamaras En Interlomas., Jesús Del Monte, Cuajimalpa De Morelos|23500|2|1.0|140|19.383654|-99.2917621
  Jose Moran 00, San Miguel Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|32000|2|2.0|150|19.4096184|-99.1862618
  Zurich 272, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|46000|3|4.0|162|19.4413824|-99.20284759999998
  Cda. De Guillermo Prieto 38, Jesús Del Monte, Cuajimalpa De Morelos|15000|2|3.0|134|19.374996799999998|-99.2955
  Departamento En Renta En Bosques De Las Lomas De 3 Recamaras, Cdmx, Bosques De Las Lomas, Cuajimalpa De Morelos|46000|3|3.0|292|19.390416199999997|-99.2550003
  León Trotsky 58, 58, Romero Rubio, Venustiano Carranza, Distrito Federal (cdmx)|4800|2|1.0|50|19.4463679|-99.1015011
  Pennsylvania 229, 101, Nápoles, Benito Juárez, Distrito Federal (cdmx)|20500|2|2.0|98|19.3869789|-99.1773521
  Lago Alberto 320, Miguel Hidalgo, Distrito Federal (cdmx)|38000|3|3.0|156|19.4405817|-99.1865548
  Tarasco 52 Interior Depto 801, Edificio “n”, Colonia Degollado, Delegación Iztapalapa, Ciudad De Mexico, Desarrollo Urbano Quetzalcoatl, Ciudad De México|4000|2|1.0|50|19.358566600000003|-99.0732118
  1, Acacias, Benito Juárez, Distrito Federal (cdmx)|30000|4|2.0|1|19.3638034|-99.17321240000001
  Angel Urraza 1839, Independencia, Benito Juárez, Distrito Federal (cdmx)|17500|2|2.0|75|19.3799168|-99.1518631
  Arquimedes 200, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|27000|2|1.0|60|19.436655399999996|-99.1907925
  Jesus Del Monte 0, 0, Jesús Del Monte, Cuajimalpa De Morelos|22000|2|2.0|100|19.365976|-99.2910762
  Blvd Adolfo Lopez Mateos 1951, Los Alpes, Álvaro Obregón, Distrito Federal (cdmx)|15000|1|2.0|60|19.3606836|-99.1924411
  Paseo De Laureles 410, Bosques De Las Lomas, Miguel Hidalgo, Distrito Federal (cdmx)|38000|3|4.0|323|19.380057100000002|-99.2663205
  Capricornio 73, Prado Churubusco, Coyoacán, Distrito Federal (cdmx)|14000|3|3.0|102|19.3548891|-99.1247671
  Adolfo Prieto 1033, 102, Del Valle, Benito Juárez, Distrito Federal (cdmx)|30000|3|2.0|136|19.386347600000004|-99.1690951
  Eje Central 1130, San Simon Ticumac, Benito Juárez, Distrito Federal (cdmx)|14500|2|1.0|70|19.3754112|-99.1487747
  Departamento De 2 Niveles En Renta En Magna Residencial, Santa Fe., El Yaqui, Cuajimalpa De Morelos|30715|2|2.0|120|19.362865399999997|-99.283072
  Arquimedes 191, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|29000|2|2.0|167|19.436178299999998|-99.19059150000001
  Independencia 1, Tizapan, Álvaro Obregón, Distrito Federal (cdmx)|13500|2|2.0|97|19.3381331|-99.19957790000001
  Popocatepetl 00x, Santa Cruz Atoyac, Benito Juárez, Distrito Federal (cdmx)|19000|2|2.0|85|19.3643609|-99.1618693
  Camino Real De Minas 17, Lomas De Los Angeles Del Pueblo Tetelpan, Álvaro Obregón, Distrito Federal (cdmx)|20000|2|3.0|150|19.346277800000003|-99.2127392
  Cofre De Perote 220, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|59000|3|4.0|298|19.426197100000003|-99.2224624
  Calzada Desierto De Los Leones 4054, Ph 1, Atlamaya, Álvaro Obregón, Distrito Federal (cdmx)|42000|3|5.0|158|19.3470307|-99.2031199
  Insurgentes Norte 57 Esquina Hamburgo, Departamento 9, Colonia Juarez, Benito Juárez, Distrito Federal (cdmx)|22000|4|2.0|140|19.427806399999998|-99.1610284
  Paseo De La Reforma 284, Ciudad De México, Distrito Federal (cdmx)|22000|1|1.0|78|19.4278301|-99.16459990000001
  Rafael Solana 5, Independencia, Benito Juárez, Distrito Federal (cdmx)|13200|2|2.0|70|19.3810355|-99.145823
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|2600|1|1.0|22|19.2742435|-99.2281609
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|2700|1|1.0|25|19.2742435|-99.2281609
  Atenas 3, Lomas De Padierna, Tlalpan, Distrito Federal (cdmx)|3600|2|1.0|42|19.2742435|-99.2281609
  Ibsen 0, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|1843475|4|5.0|470|19.4313793|-99.2014307
  Prolongación Paseo De La Reforma 200, Paseo De Las Lomas, Álvaro Obregón, Distrito Federal (cdmx)|12000|1|2.0|113|19.3701439|-99.2660679
  Thomas A Edison 139, San Rafael, Cuauhtémoc, Distrito Federal (cdmx)|15000|2|1.0|65|19.4383727|-99.1567523
  Enrique Rebsamen 227, Del Valle, Benito Juárez, Distrito Federal (cdmx)|20000|2|2.0|120|19.399434399999997|-99.1588824
  Carretera Mexico Toluca 5095, El Yaqui, Cuajimalpa De Morelos|14500|1|1.0|40|19.3660268|-99.2727072
  Barranca Del Muerto 212, San José Insurgentes, Benito Juárez, Distrito Federal (cdmx)|18500|2|2.0|70|19.361615899999997|-99.1838078
  Paseo De Las Bugambilias 1000, 00, Bosques De Las Lomas, Cuajimalpa De Morelos|90000|3|4.0|395|19.3869299|-99.2689321
  Elefante 93, Del Valle Sur, Benito Juárez, Distrito Federal (cdmx)|42000|3|5.0|300|19.3700014|-99.1772111
  Amores 1609, Del Valle Centro, Benito Juárez, Distrito Federal (cdmx)|18000|2|2.0|96|19.369143899999997|-99.1701818
  Cofré De Perote 0, 0, Lomas De Chapultepec Viii Sección, Miguel Hidalgo, Distrito Federal (cdmx)|60000|3|4.0|250|19.4260222|-99.2242748
  Guanajuato 85, San Bartolo Atepehuacan, Gustavo A. Madero|14000|3|2.0|105|19.4943782|-99.14465
  Barranca Del Muerto 1, San José Insurgentes, Benito Juárez, Distrito Federal (cdmx)|25000|3|4.0|147|19.363697|-99.1790552
  Avenida Toluca 441, Colonia Olivar De Los Padres, Álvaro Obregón, Distrito Federal (cdmx)|13000|2|2.0|75|19.339641|-99.2167116
"  Santa Cruz Cacalco 25, 601 ""a"", Miguel Hidalgo, Distrito Federal (cdmx)"|8750|1|1.0|63|19.450690100000003|-99.2017387
  Ingenieros Grabadores 11, Jardines De Churubusco, Iztapalapa|9000|3|1.0|84|19.373525100000002|-99.1066755
  Av Revolución 1400, Guadalupe Inn, Álvaro Obregón, Distrito Federal (cdmx)|20000|2|2.0|75|19.3563295|-99.18960890000001
  11 De Abril 177 303 A, Ciudad De México, Distrito Federal (cdmx)|12500|2|1.0|120|19.3960468|-99.184039
  Montecito 57, Nápoles, Benito Juárez, Distrito Federal (cdmx)|25000|1|2.0|90|19.395326|-99.1737694
  Ave Revolucion 1062, 302, San José Insurgentes, Benito Juárez, Distrito Federal (cdmx)|17000|2|2.0|80|19.368114499999997|-99.1883503
  Av. Veracruz 62, Colonia Condesa, Cuauhtémoc, Distrito Federal (cdmx)|52000|2|2.0|128|19.4175483|-99.1740246
  Adolfo Prieto 1033, 101, Del Valle, Benito Juárez, Distrito Federal (cdmx)|26500|3|2.0|117|19.386347600000004|-99.1690951
  Santa Fe 1, Santa Fe, Álvaro Obregón, Distrito Federal (cdmx)|72000|3|4.0|240|19.3660336|-99.2621958
  Montecito 57, Ampliación Napoles, Benito Juárez, Distrito Federal (cdmx)|25000|1|2.0|90|19.395326|-99.1737694
  Paseo De Las Palmas 515, Lomas De Reforma, Miguel Hidalgo, Distrito Federal (cdmx)|110000|2|3.0|250|19.4301984|-99.2122757
  Jose Ma. Vertiz 1, Vertiz Narvarte, Benito Juárez, Distrito Federal (cdmx)|18000|1|1.0|60|19.410864899999996|-99.1491358
  Granjas 38, Cuajimalpa De Morelos, Distrito Federal (cdmx)|14800|2|1.0|74|19.3822943|-99.2551798
  Departamento En Renta En Bosques De Las Lomas Con 2 Recamaras., Bosques De Las Lomas, Cuajimalpa De Morelos|40000|2|2.0|250|19.390416199999997|-99.2550003
  Camino A Santa Fe 1231, Santa Fe, Álvaro Obregón, Distrito Federal (cdmx)|11500|2|1.0|100|19.3898806|-99.203598
  Prolongación Paseo De La Reforma 367, Cuajimalpa De Morelos, Distrito Federal (cdmx)|19000|2|2.0|97|19.3784892|-99.2554913
  Calzada Del Hueso 621, Granjas Coapa, Tlalpan, Distrito Federal (cdmx)|11000|3|1.0|86|19.3021875|-99.1202756
  Division Del Norte 3526, Coyoacán, Distrito Federal (cdmx)|17000|2|2.0|89|19.325581399999997|-99.139684
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|194050|2|3.0|620|19.428531600000003|-99.2160841
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|62096|1|2.0|230|19.428531600000003|-99.2160841
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|97025|3|4.0|360|19.428531600000003|-99.2160841
  Paseo De Las Palmas 800, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|523935|2|3.0|270|19.428531600000003|-99.2160841
  Ing. Grabadores 11, Jardines De Churubusco, Iztapalapa|9000|3|1.0|84|19.373525100000002|-99.1066755
  Inglaterra 105, 1er Piso, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|2.0|80|19.3441688|-99.1505835
  Estrasburgo 0, Juárez, Cuauhtémoc, Distrito Federal (cdmx)|17000|2|1.0|60|19.4267254|-99.16527090000001
  Periférico Sur 4860, 5, Xochimilco, Distrito Federal (cdmx)|20000|2|2.0|85|19.301233800000002|-99.16359449999999
  Calzada México-tacuba 1501, Distrito Federal (cdmx)|10500|2|1.0|58|19.455503699999998|-99.21121740000001
  Lago Zurich 272, 810, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|46000|3|5.0|162|19.4414677|-99.202496
  Av Anacahuita 26, Distrito Federal (cdmx)|679175|2|1.0|20|19.3342897|-99.169909
  Cerrada De Tamarindos 0, 0, Bosques De Las Lomas, Cuajimalpa De Morelos|33000|3|4.0|218|19.385514699999998|-99.2533303
  Rubén Darío 275, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|1455375|2|3.0|390|19.4263008|-99.1911453
  Peral 26, Santa Maria La Ribera, Cuauhtémoc, Distrito Federal (cdmx)|12500|2|2.0|67|19.4543423|-99.1622723
  Providencia 1000, Del Valle, Benito Juárez, Distrito Federal (cdmx)|16000|2|2.0|86|19.3854505|-99.1701577
  Gómez Farias 23a, Bejero, 01340 Ciudad De México, Álvaro Obregón, Distrito Federal (cdmx)|4500|6|1.0|9|19.3800728|-99.2456569
  Sur 79 353, Venustiano Carranza, Distrito Federal (cdmx)|5500|1|1.0|48|19.416715399999998|-99.12376400000001
  General Pedro Antonio De Los Santos 0, 203, San Miguel Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|17000|3|2.0|110|19.4103796|-99.1831385
  Avenida Tecamachalco 31, Reforma Social, Miguel Hidalgo, Distrito Federal (cdmx)|25500|1|1.0|65|19.4332289|-99.211299
  Suderman 1, 3, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|55000|2|2.0|140|19.4354037|-99.1840781
  Periferico Sur 4091, Tlalpan, Distrito Federal (cdmx)|5500|1|1.0|132|19.3064279|-99.211316
  Lago Margarita 34, Granada, Miguel Hidalgo, Distrito Federal (cdmx)|20500|2|2.0|68|19.4386749|-99.1873782
  Calle Lago Zurich 245, Colonia Irrigación, Miguel Hidalgo, Distrito Federal (cdmx)|70000|2|3.0|120|19.4416485|-99.2039108
  Ph En Renta De 2 Niveles En Polanco, Miguel Hidalgo, Cdmx, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|1067275|3|3.0|250|19.445374899999997|-99.18171070000001
  Goldsmith 37, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|75000|3|4.0|180|19.430351899999998|-99.200657
  Víctor Hugo 17, 401, Portales Oriente, Benito Juárez, Distrito Federal (cdmx)|10000|2|1.0|80|19.3688216|-99.1381447
  Reforma 222, Juárez, Cuauhtémoc, Distrito Federal (cdmx)|28000|1|2.0|75|19.4285853|-99.1617883
  Prolongacion Ocote 64, Cuajimalpa De Morelos, Distrito Federal (cdmx)|8950|2|2.0|64|19.37245|-99.291322
  Lago Alberto 300, 710, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|19800|1|1.0|52|19.4400628|-99.1830266
  Plaza Rio De Janeiro 56, Cuauhtémoc, Cuauhtémoc, Distrito Federal (cdmx)|19200|2|1.0|80|19.4210467|-99.1597361
  Xicohténcatl 137, Colonia Del Carmen, Coyoacán, Distrito Federal (cdmx)|10000|1|1.0|65|19.3548977|-99.1544151
  Anillo Perif. Blvd. Adolfo López Mateos 5146, Coyoacán, Distrito Federal (cdmx)|28000|2|2.0|105|19.3038798|-99.17718670000001
  Siete 190, Coyoacán, Distrito Federal (cdmx)|15800|3|2.0|110|19.314216100000003|-99.1358408
  Homero 246, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)|873225|3|3.0|280|19.435475600000004|-99.1916716
  Avenida Mariano Escobedo, Lago Iseo Esquina 0, Cuauhtémoc, Distrito Federal (cdmx)|30000|2|2.0|94|19.4397908|-99.1835247
  Lago Alberto 321, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|19850|1|1.0|55|19.4401734|-99.1880532
  Av. Revolución 1, San José Insurgentes, Benito Juárez, Distrito Federal (cdmx)|21000|2|2.0|103|19.3785332|-99.187561
  Peten 543, 4, Letrán Valle, Benito Juárez, Distrito Federal (cdmx)|18000|3|2.0|103|19.378553699999998|-99.154916
  Paseo De La Reforma 222, Distrito Federal (cdmx)|33000|2|2.0|120|19.4286725|-99.16166820000001
  Palo Alto 73, Cuajimalpa De Morelos, Distrito Federal (cdmx)|14000|2|2.0|65|19.38268|-99.2561818
  Palo Alto 73, Cuajimalpa De Morelos, Distrito Federal (cdmx)|17000|2|2.0|75|19.38268|-99.2561818
  Río Nazas 152, Ciudad De México, Distrito Federal (cdmx)|19000|2|2.0|100|19.430562899999998|-99.17056170000001
  Prolongación Avenida Vasco De Quiroga 3850, Cuajimalpa De Morelos, Distrito Federal (cdmx)|20000|2|2.0|91|19.3607488|-99.27527579999999
  Guaymas 33, Roma Norte, Cuauhtémoc, Distrito Federal (cdmx)|18000|3|2.0|95|19.4239288|-99.15503659999999
  Manuel Avila Camacho 166, 102, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|19500|2|2.0|140|19.434078|-99.2112666
  Manuel Avila Camacho 166, 102, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|19500|2|2.0|80|19.434078|-99.2112666
  Moras 1254, Álvaro Obregón, Distrito Federal (cdmx)|14000|1|1.0|20|19.3584142|-99.17777059999999
  Moras 1254, Álvaro Obregón, Distrito Federal (cdmx)|28000|2|2.0|45|19.3584142|-99.17777059999999
  Encarnación Ortiz 1860, Azcapotzalco, Distrito Federal (cdmx)|18000|3|2.0|80|19.4714503|-99.1613575
  Encarnación Ortiz 1860, Azcapotzalco, Distrito Federal (cdmx)|13000|2|2.0|65|19.4714503|-99.1613575
  Manuel Avila Camacho 166, 102, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|19500|2|2.0|140|19.434078|-99.2112666
  Manuel Avila Camacho 166, 102, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)|19500|2|2.0|80|19.434078|-99.2112666
  Paseo De La Reforma 439, Cuauhtémoc, Distrito Federal (cdmx)|89000|2|2.0|180|19.4256497|-99.1723516
  Inglaterra 105, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|1.0|80|19.3441688|-99.1505835
  Inglaterra 105, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|1.0|80|19.3441688|-99.1505835
  Inglaterra 105, Parque San Andres, Coyoacán, Distrito Federal (cdmx)|16000|1|1.0|80|19.3441688|-99.1505835
  Indianapolis 4, Nápoles, Benito Juárez, Distrito Federal (cdmx)|22500|2|2.0|64|19.394105300000003|-99.1774246
  Palo Alto 73, Cuajimalpa De Morelos, Distrito Federal (cdmx)|14000|2|2.0|65|19.38268|-99.2561818
  Palo Alto 73, Cuajimalpa De Morelos, Distrito Federal (cdmx)|17000|2|2.0|75|19.38268|-99.2561818
  Sagredo 253, Álvaro Obregón, Distrito Federal (cdmx)|25800|2|2.0|48|19.3613167|-99.1885042
  Sagredo 253, Álvaro Obregón, Distrito Federal (cdmx)|19980|1|1.0|36|19.3613167|-99.1885042
  Av. Cuauhtémoc 1, Del Valle, Benito Juárez, Distrito Federal (cdmx)|20200|2|1.0|69|19.406026100000002|-99.15514920000001
